,Mkt-RF,SMB,HML,RMW,CMA,RF,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
199203,-2.66,-0.88,3.65,0.06,1.93,0.34,-6.6959,-5.6049,-2.4171,0.3865,-1.201,-8.4689,-2.0852,-1.6579,-0.4583,-1.1239,-5.2389,-2.2006,-0.3757,0.03,-1.563,-5.7899,-1.0614,-2.5825,-0.9061,-2.2911,-2.794,-1.7875,0.2241,-1.4379,0.7085
199204,1.07,-5.71,4.31,1.73,2.22,0.32,-10.1339,-3.5275,-4.8112,-3.9285,-2.9689,-6.2885,-3.3748,-2.7494,-2.1931,-0.332,-5.673,-1.7901,-1.057,0.4079,2.7479,-1.9211,0.6182,1.7129,3.6443,3.9189,-0.11,5.4848,5.5763,2.7538,10.1656
199205,0.3,0.22,1.28,-0.97,0.43,0.28,-1.5279,0.2853,-0.0271,-1.4039,1.8037,-0.3603,0.4815,1.6058,1.0092,4.1668,0.031,-0.7647,1.9615,0.691,3.7834,0.084,1.1583,1.5071,0.7261,-0.004,1.1801,0.3457,-0.051,0.2231,-0.2641
199206,-2.34,-2.67,3.4,0.06,1.07,0.32,-9.1866,-5.2509,-5.2783,-5.0757,-4.2539,-5.4617,-5.6843,-2.4657,-3.2119,-1.113,-4.8509,-3.688,-2.4206,-1.4398,-0.4026,-1.92,-4.37,-1.3795,0.2751,-1.0486,-3.0995,0.1364,-2.2331,-0.2552,2.9685
199207,3.77,-0.64,-0.53,0.96,-0.72,0.31,0.9063,0.9114,1.9054,2.5027,2.8411,2.6734,4.0933,3.0701,4.4614,3.3055,5.4651,4.6888,3.9409,4.8775,3.9119,5.1307,4.1085,3.6614,4.3828,2.3338,4.9268,3.634,4.8041,3.2283,-0.3252
199208,-2.38,-0.45,-1.03,3.72,-1.62,0.26,-4.664,-2.9626,-1.7599,-2.0318,-3.1701,-4.2303,-3.4698,-0.3033,-0.4437,-3.6641,-3.9148,-1.9763,-2.2723,-1.3237,-3.1831,-1.3096,-2.5249,-2.2787,-1.3956,-4.712,-0.6031,-3.0956,-0.6441,-3.6756,-8.8069
199209,1.19,0.46,-0.21,1.5,-0.5,0.26,0.3338,1.7058,1.6513,2.1101,0.9771,1.9571,1.5653,3.7153,2.1611,2.2474,2.7806,2.9054,1.945,0.3623,1.739,0.4638,3.3828,1.7493,1.0744,0.4341,0.7331,3.4314,0.8654,0.0686,0.2032
199210,1.02,2.03,-2.1,1.1,-0.8,0.23,2.6245,1.7645,2.7754,2.2522,1.2283,4.7941,3.9655,2.523,1.2658,2.5824,5.9535,3.5374,1.8275,2.3251,1.2534,4.9173,0.725,1.0321,2.0977,4.8942,2.0321,1.5197,-1.7021,-1.9156,-0.1368
199211,4.13,3.94,-1.48,-0.64,-1.91,0.23,10.5014,10.4762,7.6894,8.5887,7.7853,9.4436,8.14,6.5777,4.4775,6.7132,9.7711,6.774,6.172,5.0056,4.4891,6.9874,5.0074,4.0946,2.7958,4.0614,3.7026,4.9118,0.6836,3.1057,8.5218
199212,1.53,1.64,2.52,-0.83,0.75,0.28,1.4491,3.5484,4.9259,3.7912,5.1371,1.585,2.5737,3.3692,6.1848,5.0149,3.1435,5.7004,2.3367,4.1402,4.435,1.4374,1.8932,4.0849,4.2661,4.422,-0.6921,3.1978,3.0841,-0.1178,2.852
199301,0.93,2.1,5.87,-1.79,2.78,0.23,2.6439,5.6983,3.8927,5.778,8.2662,-0.6967,3.2459,4.4292,4.6628,7.8853,-2.0186,3.4455,4.7716,3.0934,4.2575,0.9473,1.5379,2.9467,2.7398,4.5674,-2.3898,0.9799,0.8102,3.293,9.3035
199302,0.12,-3.43,6.42,-0.62,4.05,0.22,-7.5587,-5.0275,-2.1208,-0.5023,0.7801,-7.973,-4.5898,-0.2572,2.7082,1.7679,-8.0371,0.3092,1.5007,0.4496,3.5514,-5.0311,1.752,1.5704,2.9398,2.4008,-3.0198,2.2396,5.0547,4.9061,2.0964
199303,2.3,0.08,1.22,-0.26,0.92,0.25,0.5687,1.7282,3.6588,2.5458,4.9858,0.9714,2.4514,3.9135,2.1086,3.645,4.8407,3.1912,3.1363,3.0987,6.2499,2.8459,4.952,3.9644,3.3031,1.9813,0.7042,3.5665,3.3187,0.7276,3.4326
199304,-3.05,-0.82,2.61,-3.49,1.52,0.24,-3.9732,-4.4905,-2.9216,-2.3013,-1.2629,-3.2123,-3.1547,-1.6537,-2.3276,-4.263,-4.3576,-2.7604,-2.9341,-1.5953,-1.4411,-5.0134,-2.5369,-1.7836,-1.6004,-1.8904,-5.9593,-2.2414,-0.2467,-1.5603,1.1337
199305,2.89,1.87,-3.41,-0.18,-1.18,0.22,5.5207,4.3906,3.7292,3.0678,4.696,6.941,4.5795,3.4133,1.5817,4.1603,7.7674,6.6125,3.3306,1.8976,2.2442,6.9607,4.0917,1.9542,1.1689,2.7051,3.1335,4.4466,1.3837,1.7511,-0.5114
199306,0.31,0.1,2.62,-1.19,1.09,0.25,-1.7424,0.5392,0.0426,-0.7411,2.03,-0.3623,0.7393,0.5546,0.3487,2.2981,-0.7925,0.3659,1.6757,2.5606,0.9759,0.8193,0.5774,2.3113,1.1548,3.8208,-2.458,1.0467,1.7227,1.7786,4.8369
199307,-0.34,0.9,3.24,-2.13,2.02,0.24,-1.549,-0.4635,0.9451,2.215,3.3104,-0.0958,0.4369,1.2027,2.864,1.9263,-0.3638,0.0889,1.0163,2.3205,-0.4618,-2.5862,1.2224,1.0988,2.2433,0.3367,-3.4786,0.2841,0.9944,2.4898,0.5623
199308,3.71,0.27,-0.45,-1.37,-0.03,0.25,3.8907,5.0806,3.6947,3.3621,3.159,3.5526,5.8502,4.8728,5.3732,3.4322,4.1188,4.8447,3.5578,3.0504,2.9017,6.2235,3.471,4.7677,3.5216,5.1254,3.6979,2.1241,4.1203,4.3211,2.3754
199309,-0.12,3.05,-0.45,0.69,-0.09,0.26,2.4117,2.2795,2.9476,2.9108,3.3677,3.6928,3.6037,2.3454,2.2651,2.1396,4.0509,0.9013,1.2515,1.6312,0.395,0.3542,2.0958,0.3256,-0.8587,-0.4951,-0.8785,-1.6586,-0.0633,1.3723,-3.2578
199310,1.41,1.61,-1.54,-0.31,0.6,0.22,5.0835,4.8183,4.5862,4.2641,4.43,3.9319,2.1134,0.794,1.2764,0.7986,1.948,-1.2007,0.6827,0.0452,4.0845,3.3032,0.3595,-0.5361,-0.8761,-1.2303,4.1305,0.5453,-0.1138,-0.7581,5.7653
199311,-1.89,-1.42,-0.27,1.68,-0.96,0.25,-3.9054,-2.9084,-2.039,-1.9947,-1.9054,-2.7387,-3.1675,-2.5572,-4.5111,-3.6966,-2.6183,-2.4758,-3.0149,-3.3098,-0.9911,-2.2796,-2.9527,-2.1538,-2.413,-5.1902,1.4717,-1.6503,-2.972,-3.4595,3.4239
199312,1.65,1.4,0.57,1.01,-0.3,0.23,0.6824,0.8162,1.7507,1.276,1.1489,2.1989,4.4959,4.5267,1.4686,3.8672,4.0276,6.0748,5.5694,3.5046,2.8421,4.2046,5.5939,3.8263,2.3246,3.7198,0.0619,2.3001,0.6426,1.4215,2.6873
199401,2.87,-0.17,2.09,-2.13,1.47,0.25,2.5118,6.4221,5.2168,5.5874,6.0223,1.385,2.1188,1.834,2.9022,5.003,1.993,1.8654,1.5579,2.1113,7.2944,2.6863,3.2829,3.9398,2.5382,2.4777,1.3388,3.8167,4.8533,2.8985,5.9091
199402,-2.55,2.63,-1.44,2.15,-1.05,0.21,-3.2048,1.6107,-0.4672,-0.2172,0.0313,-0.3764,0.2304,0.2315,-1.7443,-1.5134,-0.8532,1.9028,0.8601,-1.8658,-1.6962,-0.997,0.0913,-1.7459,-2.5406,-5.1072,-1.8034,-2.0071,-3.4089,-4.9451,-4.9136
199403,-4.78,-1.03,1.31,0.84,1.25,0.27,-7.5056,-5.1801,-4.2089,-5.0855,-3.0689,-7.255,-5.2891,-5.1259,-3.7653,-6.0325,-5.804,-4.7278,-4.6383,-3.9942,-5.6954,-5.5226,-4.9534,-4.5492,-2.751,-1.9545,-4.7551,-3.8504,-2.8363,-4.6203,-4.4331
199404,0.68,-1.05,1.68,1.13,1.12,0.27,-3.7428,-0.5459,-1.4946,-0.6468,0.6948,-0.882,0.605,1.7543,1.3886,2.2731,-1.544,2.2886,0.826,0.9536,1.6925,-0.2966,0.9333,1.6427,2.3104,1.4139,1.4045,-1.0589,3.0746,1.245,2.1552
199405,0.58,-2.48,0.2,0.97,0.71,0.31,-2.3159,-2.0991,-0.3526,-0.4029,-0.5357,-2.4051,-2.3715,-1.2096,0.1391,1.1916,-2.115,-1.5601,0.3624,-1.2759,-0.1995,-0.1704,0.1885,0.2445,-1.255,-1.7544,1.1602,3.8952,1.8254,0.6958,1.1469
199406,-3.03,-0.49,1.7,1.23,1.51,0.31,-6.7135,-4.3806,-4.5171,-2.2003,-1.7486,-5.5166,-2.9018,-0.7176,-1.2523,-1.3168,-4.4992,-2.6204,0.0823,-0.9779,-1.7287,-5.1754,-2.7705,-2.0474,-1.7311,-4.1841,-2.4607,-3.0781,-2.1279,-1.7658,-3.5797
199407,2.82,-1.82,0.59,-1.09,0.14,0.28,0.4373,-0.2132,0.033,0.5045,1.3469,2.4385,1.8703,1.6784,2.1482,3.1601,3.0996,1.954,1.8447,3.2001,4.0494,2.2541,2.7598,3.8913,5.1415,5.2907,2.6749,3.3299,4.6274,3.478,2.556
199408,4.01,1.23,-2.82,0.19,-1.45,0.37,3.5571,4.4022,4.2776,2.3153,3.1093,9.2396,5.7314,3.7072,4.4739,4.9041,9.8086,4.2564,5.3817,1.9419,6.2508,7.941,5.302,1.9155,3.1035,5.2586,6.2311,2.8053,1.6355,4.2358,1.9561
199409,-2.31,2.58,-1.9,0.12,0.95,0.37,1.0487,1.7119,1.0084,2.5708,0.7713,0.199,0.6688,-0.2337,-0.767,-1.598,1.056,-1.9537,-1.8372,-1.4036,-1.3347,-0.5179,-2.5777,-1.9807,-3.701,-2.8021,-0.5573,-3.7707,-3.0618,-3.2312,-6.0177
199410,1.34,-2.3,-1.73,0.53,-0.64,0.38,-0.9916,1.2222,-0.0483,1.7143,-0.2627,1.6727,-0.0206,-0.5995,-0.9587,-3.4776,3.0878,-0.0496,-0.0959,-1.3493,-1.7808,1.3539,1.0005,-0.039,-0.2403,-2.8014,3.066,1.6431,3.9162,2.076,0.1161
199411,-4.04,0.15,-0.94,0.79,-0.45,0.37,-4.4062,-3.2961,-3.5965,-2.9408,-3.0005,-2.6891,-3.8051,-3.7186,-3.7048,-5.3536,-5.5188,-4.2824,-4.1533,-3.3957,-5.1114,-3.8154,-3.5076,-4.2322,-3.6166,-6.2355,-1.7822,-4.8128,-2.7788,-5.4069,-3.8289
199412,0.86,-0.03,0.55,0.2,0.31,0.44,-3.1264,-0.4422,-0.3572,0.1714,-0.2368,1.7544,2.1868,2.3908,2.3624,1.3805,1.7663,3.5692,2.0669,3.1695,4.5029,1.9159,1.0503,0.4388,0.8394,1.4324,0.6601,2.1968,0.6543,1.7995,2.0812
199501,1.8,-2.73,0.83,0.72,-0.84,0.42,1.723,2.1447,3.6001,1.2784,2.5948,-1.7041,-0.9038,-0.3583,-0.372,0.0895,-1.7239,-1.2725,-0.9543,0.8154,-0.228,0.7436,1.0995,1.5324,3.4704,2.408,2.8608,3.3773,4.1838,2.0286,1.3251
199502,3.63,-0.51,1.08,0.68,-0.33,0.4,2.2432,3.469,1.8862,2.0361,3.5054,3.5896,3.6691,3.5532,3.9815,5.3847,5.7033,4.5053,4.3667,4.6761,5.7447,3.9339,5.4686,4.7731,3.7723,5.1731,3.3652,4.589,2.6727,4.38,6.4333
199503,2.19,-0.8,-1.07,-0.43,0.19,0.46,0.8446,1.8566,0.9249,1.2433,0.734,4.0714,1.9213,2.9293,1.4852,2.1003,3.5744,2.0553,1.1932,0.3209,1.543,3.1495,3.4063,1.9116,2.2295,0.5315,2.9169,3.2024,2.6087,2.366,2.0374
199504,2.11,-0.4,2.26,-0.19,1.01,0.44,1.71,3.3029,2.6047,2.1236,4.3228,0.3087,0.9856,3.7184,2.9513,3.0804,0.279,0.709,2.3462,3.7307,2.5482,1.1008,1.7489,3.0625,1.2741,3.1906,2.5141,2.5035,2.8332,3.6687,5.1139
199505,2.9,-2.03,1.69,0.57,0.09,0.54,1.7056,2.7257,1.2747,1.4711,3.3556,1.2746,1.2835,1.4417,2.6798,2.8914,2.1392,-0.5568,2.89,2.7741,2.4529,2.0724,1.7537,2.1686,3.7218,4.7767,3.8002,2.975,4.7737,5.156,6.0142
199506,2.72,2.93,-2.27,-0.48,-2.43,0.47,7.7525,7.9655,5.8377,4.3344,5.215,9.6023,4.3769,4.093,4.9443,4.2986,6.4579,2.4823,3.7434,3.2096,2.4175,6.7675,3.8396,2.1191,2.4359,3.0631,3.9573,1.6652,0.2255,2.1505,1.5491
199507,3.72,2.11,-1.68,0.73,-1.71,0.45,7.0147,6.1855,5.8666,4.2717,4.9968,8.8249,6.0086,3.7391,6.1776,4.7171,8.2305,4.1608,4.4675,4.6313,5.5389,8.3573,5.4033,3.6711,4.0974,3.1601,2.9607,3.4336,4.1474,3.8412,2.9931
199508,0.55,1.86,2.71,-0.99,1.64,0.47,4.1954,4.7989,4.2749,3.8893,4.1203,0.686,1.4457,1.9015,3.2405,3.7047,0.3942,1.5086,1.8455,3.3899,3.9571,0.1186,1.863,1.8371,2.0591,3.4404,0.0073,0.7987,-0.2148,1.5769,4.2171
199509,3.35,-1.91,-0.76,1.5,0.36,0.43,3.2509,2.8615,1.7034,2.3108,2.3826,1.9988,2.1047,1.9209,2.5164,0.0882,2.7734,0.5578,2.1283,2.2325,-0.6792,3.9574,1.5655,1.9073,2.4556,1.2675,5.8315,3.9456,2.2288,5.5501,3.9372
199510,-1.52,-4.07,-0.75,2.25,-0.04,0.47,-6.1005,-6.2145,-5.0563,-2.5537,-2.8636,-6.9433,-6.7326,-5.4768,-4.4422,-5.1896,-2.6288,-3.9537,-2.4082,-3.3843,-3.4385,-1.654,-4.4432,-2.4977,-0.0964,-2.8465,0.5649,1.106,0.5673,-3.2846,-3.8267
199511,3.96,-1.18,0.94,-0.95,1.19,0.42,1.8403,2.2909,1.0251,2.3441,1.4575,4.6618,4.6509,3.7766,5.3283,5.7558,6.3141,3.241,3.6019,4.6354,6.3385,4.4795,3.5482,4.1737,4.5769,5.9463,4.5728,2.5192,4.3503,6.9565,5.074
199512,1.03,0.63,0.86,-1.05,2.99,0.49,2.3176,3.2712,1.5205,1.5641,1.3767,2.7301,3.3577,3.3215,2.7175,3.2827,1.593,2.0733,2.904,2.9197,0.7146,-2.023,0.8712,1.5336,1.2023,-0.6929,0.572,2.0859,3.5351,1.3245,3.0243
199601,2.26,-2.55,0.3,-0.33,2.28,0.43,2.056,-0.0982,1.1743,0.8741,1.1251,-0.5762,-0.9347,0.4021,-0.5435,1.1582,-2.5185,0.5752,-0.1319,1.4998,0.247,1.5771,2.2334,2.0116,1.612,2.1869,3.9214,3.0019,3.0539,3.5659,3.4508
199602,1.33,1.78,-1.42,0.22,-1.8,0.39,3.4111,1.9928,3.2918,2.7214,3.3265,5.0756,4.7372,1.7562,2.2219,1.6869,5.8095,3.8043,2.0873,2.2328,1.7033,5.2104,0.8065,1.3734,0.948,-1.0854,1.0105,1.6407,1.5278,1.2541,2.2215
199603,0.73,1.56,1,1.14,-0.97,0.39,2.8615,3.7319,2.4361,4.6646,2.0717,2.4182,2.0632,1.3813,1.7934,3.9095,2.5647,1.6129,3.6016,3.1267,2.1065,1.1624,1.1722,1.9864,0.6503,2.6414,-0.3124,1.3114,1.0228,2.2731,2.6769
199604,2.06,4.61,-3.9,0.02,-2.2,0.46,8.6114,9.4924,9.1235,5.6198,5.6471,10.4548,7.9208,2.6866,4.0202,6.2555,6.4299,3.4455,1.95,1.6472,0.4777,6.3407,5.016,3.2545,0.1886,-1.9405,1.4479,2.7249,1.5108,-0.9289,0.2603
199605,2.36,3.14,-1.2,0.22,-0.22,0.42,8.0546,6.0118,8.4679,7.2951,5.0301,6.264,3.8391,4.4188,4.7009,7.5584,3.5362,3.1599,1.5655,1.8896,0.6847,3.0131,0.1239,1.3064,1.2282,0.4179,4.5373,1.0122,0.3598,2.4924,2.7191
199606,-1.14,-3.49,1.56,3.34,1.08,0.4,-7.4869,-5.8331,-4.9646,-3.2607,-2.3445,-6.6696,-3.8549,-1.9102,-0.3132,-5.4313,-7.7922,-1.3764,-1.242,-0.5225,-1.0857,-4.1019,-2.1841,-1.2964,0.9539,0.5325,1.4527,0.1886,0.4429,-0.6286,-2.5636
199607,-5.97,-3.67,4.45,3.03,2.6,0.45,-14.5669,-9.8752,-7.6166,-4.2708,-5.7306,-15.4177,-9.3522,-7.0612,-4.9623,-6.1479,-11.7616,-7.1884,-4.8894,-6.122,-6.0606,-8.9306,-5.0601,-5.2224,-4.201,-5.3094,-5.1902,-4.4775,-2.7851,-3.9728,-4.6568
199608,2.77,2.57,-0.46,-0.4,-2.43,0.41,4.6435,4.5832,3.9395,4.0291,3.934,7.7213,6.3185,2.5425,4.8014,5.2546,8.2015,6.3748,5.7715,7.0192,4.3248,5.6965,5.7246,5.0373,4.8059,4.5665,1.4588,1.707,4.1146,2.3729,2.8224
199609,5.01,-1.42,-3.14,1.1,-2.18,0.44,2.8161,2.5801,2.3385,3.0188,2.9228,5.7078,2.8205,2.2731,3.6782,4.1474,7.9695,4.3292,3.1472,2.0012,2.4407,5.7436,4.5532,3.0768,4.1167,3.7492,7.2927,4.8186,4.7156,3.5298,1.4872
199610,0.86,-3.92,5.12,0.88,2.97,0.42,-5.6036,-2.2115,-1.2659,1.2716,0.8883,-5.2621,-2.0219,1.18,2.0538,1.1228,-6.4736,-2.6432,0.3677,2.2061,-0.2322,-3.7593,1.8287,1.5456,2.6755,3.1488,1.4585,1.7749,4.4422,4.94,5.9576
199611,6.25,-3.8,1.16,2.06,-0.73,0.41,-0.7196,2.2348,3.4257,4.5401,4.1981,1.393,3.206,5.0186,4.0835,4.2227,1.7709,6.4263,6.2874,6.2337,4.5839,5.6621,5.2186,6.5032,5.8358,8.63,7.8051,6.9843,7.845,8.469,6.9112
199612,-1.7,3.24,0.9,0.63,1.51,0.46,-0.8794,1.9289,2.2954,2.2663,1.7699,1.5067,1.5739,3.63,3.7588,1.9805,-0.5036,0.4863,1.9519,0.6195,1.8734,-2.209,0.1598,-0.2569,0.4159,1.8016,-2.2001,-0.4616,-2.4241,-1.7193,-2.3746
199701,4.98,-1.9,-1.64,0.93,-0.27,0.45,6.2388,5.5924,6.4681,4.7245,3.7848,3.8334,3.5338,1.2287,1.0935,1.8934,0.2324,3.5399,2.107,2.8583,4.5602,2.335,3.9862,3.4985,1.5735,5.0034,7.928,5.5893,5.0652,4.9362,3.7747
199702,-0.49,-2.52,5.19,0.85,3.4,0.39,-5.8837,-5.0732,-1.8001,0.2879,1.0803,-9.1717,-1.9404,-1.0416,1.2405,2.2778,-6.6113,-0.4836,0.5229,0.9644,1.4369,-3.9256,1.4218,0.9536,2.3453,3.5476,0.6262,-0.8112,0.0553,3.1239,3.0198
199703,-5.02,-0.39,3.81,0.79,1.67,0.43,-9.6577,-6.4816,-3.4059,-1.9706,-2.1731,-9.1305,-5.8044,-2.2696,-2.7188,-1.3985,-7.9435,-3.754,-3.1568,-2.2704,-2.6616,-7.2133,-4.8155,-2.3842,-4.2936,-3.6301,-5.4621,-2.5557,-2.6549,-5.2716,-5.5564
199704,4.04,-5.74,-0.07,3.38,-0.91,0.43,-5.1683,-3.7781,-3.1359,-1.5354,-2.5289,-4.1625,0.0739,-0.6473,2.077,0.5693,-1.3054,2.8634,3.4006,3.2689,1.5539,1.9184,2.8921,2.7242,2.7619,1.9183,8.1838,3.3444,5.1291,3.7312,3.9435
199705,6.74,4.64,-3.87,-1.15,-2.9,0.49,12.2186,12.4833,10.3198,8.3152,8.1625,17.7015,12.8222,9.6654,9.7917,8.0238,15.415,10.7318,6.6977,7.037,8.2829,9.7637,7.2795,5.4288,7.1606,7.7508,6.3683,6.8974,5.4777,5.2665,5.4763
199706,4.1,1.19,1.23,0.63,0.54,0.37,3.9883,4.7059,5.8261,7.8653,7.0711,2.9606,4.6422,6.3304,5.8216,6.4131,4.0039,3.4283,5.27,5.1033,5.7362,2.0943,4.2482,4.0479,3.6166,4.1847,4.3774,3.5513,5.149,4.8105,2.0833
199707,7.33,-2.82,0.84,-0.33,-2.54,0.43,3.8498,5.2348,5.9921,6.0316,5.8952,4.984,5.8114,3.8716,5.2019,5.5019,5.1423,6.8239,6.47,5.6235,6.2814,6.8033,6.8983,7.0936,7.2151,6.0594,8.1078,7.7351,10.0291,6.5299,9.379
