,Mkt-RF,SMB,HML,RMW,CMA,RF,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
200402,1.4,-0.89,0.49,2.48,-1.35,0.06,0.5464,0.1472,-0.0117,0.9958,0.0344,1.1337,1.9337,0.9442,-0.3434,0.3001,-0.0775,2.6501,3.7905,1.8559,0.5522,2.3508,2.042,2.2832,3.4836,0.7357,1.0486,2.199,1.2535,1.8875,4.2227
200403,-1.32,2.13,0.21,1.76,-1.04,0.09,-1.54,-0.5236,-0.7561,0.5291,-0.8491,2.3731,1.8218,-0.7372,1.5079,1.5005,1.6599,0.6745,0.1757,0.2771,0.8824,0.4091,-0.7933,1.0905,-1.0553,-1.1705,-2.3017,-0.7762,-1.6678,0.2981,-1.3178
200404,-1.83,-2.19,-2.62,3.61,-2.82,0.08,-4.1702,-5.1667,-3.3784,-3.8621,-6.5732,-3.9933,-4.4803,-2.202,-4.346,-8.4811,-1.9616,-2.6889,-3.0562,-5.7159,-6.4646,-1.5369,-4.6619,-3.9278,-2.7383,-3.5819,0.2928,-3.18,-3.1705,-2.3682,-0.95
200405,1.17,-0.38,-0.39,-1.07,-0.09,0.06,-2.0834,-0.5429,0.2241,-0.6437,0.7762,1.5982,1.3958,1.4342,1.168,3.8113,1.4618,2.3099,2.1228,1.5453,1.7503,1.1512,2.2001,2.6447,1.2713,4.0078,1.3908,1.0838,0.4055,0.5497,0.2759
200406,1.86,2.57,1.38,1.04,-0.39,0.08,1.2525,4.6662,4.2282,3.203,4.1527,3.2209,5.0998,5.8712,5.4196,8.3579,2.2583,4.429,1.7686,2.202,4.8007,1.4785,2.5766,2.4245,3.3098,4.2121,1.4256,1.5192,0.3226,3.2546,2.8803
200407,-4.06,-3.03,4.1,4.9,-1.64,0.1,-12.8248,-7.6021,-6.7661,-5.4728,-4.3147,-8.9644,-8.0432,-6.1548,-4.7865,-4.0441,-8.8699,-5.8152,-3.5269,-2.417,-4.5368,-5.8993,-5.6426,-4.056,-5.847,-1.7922,-4.9471,-1.4857,-0.7905,-1.9455,-1.3866
200408,0.08,-1.29,1.03,1.11,-1.42,0.11,-1.6345,-0.7219,-0.9757,-1.5499,-1.8232,-4.4099,-1.6407,0.2043,0.338,0.6744,-2.3613,-1.6476,0.953,0.3818,-1.6374,-1.5779,-0.8968,0.4675,0.7631,0.0961,-0.3373,1.6794,1.0412,0.9609,0.1897
200409,1.6,3.29,-0.25,-1.59,-1.88,0.11,4.7669,4.2,5.4254,4.1464,3.7401,8.3172,5.5027,5.3655,4.3529,4.0377,4.0683,4.6758,3.494,3.3393,2.6987,2.9943,3.0289,4.6163,3.0395,3.355,0.083,1.4906,1.7894,1.3097,4.1379
200410,1.43,0.27,-0.62,-0.33,0.41,0.11,1.072,2.2403,3.2287,0.492,0.5448,3.6072,3.3071,1.6732,0.0325,2.8321,2.2175,4.1334,1.8194,0.7148,1.1685,3.8119,2.9764,1.1708,1.3778,-0.3649,1.4423,0.6563,3.3593,0.2906,2.249
200411,4.54,4.15,1.79,-1.07,-0.23,0.15,10.6961,8.3813,8.1598,7.5578,9.6887,7.406,9.5239,9.1603,9.3319,11.1745,5.8267,6.9985,7.4129,7.0463,9.6137,5.2587,7.1289,7.6156,7.2758,9.3725,3.0463,4.4169,5.727,3.5029,6.1602
200412,3.43,0,-0.06,-1.19,0.5,0.16,5.3548,4.5812,3.9912,3.1161,6.249,3.4253,3.3127,2.4121,2.4124,3.722,5.4351,3.5101,1.581,2.1956,4.4359,4.3358,4.2145,4.1795,5.226,3.0583,3.8094,2.7544,1.4075,5.5346,2.3747
200501,-2.76,-1.13,1.97,2.85,-1.37,0.16,-6.358,-4.1715,-4.0958,-3.0131,-1.3454,-5.4312,-3.205,-4.1234,-2.7885,-2.4274,-3.5565,-3.8728,-3.3691,-0.6661,-3.1699,-2.6657,-3.9206,-3.0136,-1.7666,-2.0284,-3.1875,-1.5336,-1.6264,-2.2942,-0.1423
200502,1.89,-0.33,1.63,0.63,-0.06,0.16,-0.9252,-0.352,-0.5335,1.368,3.0346,2.3718,1.423,2.4281,4.4345,3.3381,0.7098,2.9432,3.4853,2.3378,2.082,2.0268,2.1017,3.5017,3.3788,4.9193,0.7183,4.7755,2.6351,0.4871,4.9732
200503,-1.97,-1.39,1.58,0.8,1.1,0.21,-5.7688,-2.8667,-3.2288,-2.3933,-2.4147,-4.3186,-2.1976,-2.4569,-0.7492,-1.3665,-1.8007,-2.4594,-2.5129,-2.4126,-0.1496,-2.2833,-0.035,0.722,-2.3996,-1.6746,-1.1186,-3.7847,-0.6982,-0.3517,-0.775
200504,-2.61,-4.04,-0.34,0.74,-0.88,0.21,-5.5148,-6.7345,-5.321,-6.7577,-6.5979,-7.6926,-6.3396,-6.2724,-5.8763,-5.8598,-5.2659,-3.8973,-5.5251,-5.4437,-4.2085,-3.8819,-4.5724,-3.9672,-2.6506,-3.1524,-1.0435,-2.3582,-2.1558,-1.0404,-3.044
200505,3.65,2.73,-0.81,-1.16,0.27,0.24,6.68,6.2595,4.8606,3.7264,5.5122,9.4888,8.207,6.6821,5.7699,7.0186,6.1515,6.2189,5.28,4.3552,7.262,6.2307,5.9805,5.4503,6.5241,5.1442,3.8265,2.7446,1.2412,2.2305,3.7815
200506,0.57,3.26,2.62,0.91,-0.53,0.23,3.7468,3.5813,4.579,4.2564,5.3507,2.0629,4.417,4.4424,4.2843,4.0639,2.2103,2.2886,3.0395,4.4417,3.577,1.2351,1.6392,3.549,4.4439,2.9844,-1.6334,1.2612,1.5176,1.4279,3.0806
200507,3.92,2.8,-0.51,-1.24,-0.98,0.24,7.8924,7.7069,7.0186,6.9237,6.8253,6.8186,6.7614,7.439,5.9098,6.9316,4.5308,6.258,6.7244,4.818,4.7401,5.9412,5.3696,5.2268,7.0935,5.1317,4.7463,2.8434,1.0079,3.8387,4.2617
200508,-1.22,-0.85,1.27,-2.06,0.45,0.3,-2.3951,-0.4475,-1.4241,-0.8972,-0.8273,-2.6928,-0.8303,-1.4199,-1.5689,-2.134,-2.4558,-0.4923,-0.8059,-1.3959,-0.3966,-1.7228,-0.5893,-0.2744,1.0608,-1.4883,-1.5184,-0.9958,-0.7164,0.8742,-0.6348
200509,0.49,-0.34,0.77,0.22,-0.57,0.29,1.1592,1.8223,0.1419,1.2534,-0.8923,0.3023,1.135,1.0666,0.4643,0.496,-0.8187,2.2247,1.1844,-0.6629,0.397,0.5475,-0.6514,1.8406,3.6635,1.7484,-0.2426,1.2737,1.4658,1.3401,2.5182
200510,-2.02,-1.41,0.23,-0.81,-1.26,0.27,-3.8958,-3.2378,-2.7655,-2.0428,-2.2219,-3.3332,-1.8685,-3.1087,-2.8687,-2.8992,-3.1552,-3.9547,-1.6096,-3.6819,-3.4852,-1.0667,-3.5106,-2.664,-4.7083,-3.6335,-0.322,-3.0107,-1.332,-1.2597,-1.4122
200511,3.61,0.79,-1.18,-0.8,-1.17,0.31,4.8384,4.7599,4.903,3.9822,3.5751,5.2704,4.7548,4.8634,4.9314,3.5154,7.0288,5.8912,4.5044,4.2327,1.671,5.4029,4.812,3.803,2.8116,4.8656,3.6008,4.163,3.8194,3.3908,2.2904
200512,-0.25,-0.28,0.44,0.07,0.21,0.32,-0.4941,0.4267,-0.4284,0.2268,0.604,0.0788,-0.9367,-0.4695,-0.635,-0.6188,0.5508,0.9055,0.7371,0.4675,1.0741,0.4309,1.5145,1.7021,2.2253,0.7113,-0.934,0.0809,0.7376,0.6589,-0.3621
200601,3.04,5.78,1.12,-0.92,-0.53,0.35,11.4799,9.3157,8.5276,8.0768,8.3009,6.8367,8.7175,10.3698,9.905,7.8221,5.6253,8.2504,9.0571,4.7227,6.1594,5.3167,4.8578,4.9535,3.8629,4.6341,1.2574,2.3774,1.6524,5.307,4.13
200602,-0.3,-0.43,-0.25,-0.53,2.03,0.34,-0.3414,0.9289,-0.2798,-0.57,0.2943,-0.0127,-0.2948,-1.1746,0.4177,-1.8467,0.6707,-1.7858,-0.3001,-0.861,-1.5966,0.6494,-0.4189,-0.2924,-2.2712,1.3133,-0.2326,0.5379,1.0714,0.262,-0.9312
200603,1.46,3.43,0.61,-0.24,-0.53,0.37,4.073,5.516,4.4533,5.459,6.6103,3.2133,5.3332,6.4323,5.3062,4.1091,4.9293,3.8672,2.8206,2.8144,1.7588,3.5019,2.4368,2.7387,2.0407,2.6011,0.8856,1.9441,1.2576,1.0742,0.8872
200604,0.73,-0.82,2.59,1.21,-0.2,0.36,-1.1521,-1.376,0.1975,0.4756,1.7518,-0.7041,0.8137,3.6118,-1.1199,2.5674,-1.2258,-0.4034,2.2466,-0.3713,2.6479,0.1607,0.2343,1.1208,3.1951,3.2573,-0.8002,2.1832,2.5743,2.0828,4.8649
200605,-3.57,-2.97,2.55,1.15,1.31,0.43,-9.3264,-6.4108,-4.3435,-4.4636,-3.961,-6.2277,-6.0307,-4.2522,-5.2759,-3.0783,-6.1978,-4.8788,-4.1666,-3.091,-1.8305,-5.5014,-2.8107,-2.6554,-1.9492,-2.7228,-2.8646,-2.703,-2.461,-1.2692,-2.6494
200606,-0.35,-0.24,0.87,1.24,-0.12,0.4,-0.8925,-0.9853,-0.7014,-0.0907,-0.2917,0.1002,1.4094,-0.0561,0.4551,-0.1876,-0.8016,-0.6463,-0.33,0.2821,0.2609,-0.3516,-1.7532,-1.0206,0.1749,-0.7195,0.3684,-0.7682,0.5697,1.2091,1.1344
200607,-0.78,-3.7,2.94,1.55,0.93,0.4,-5.7622,-3.4189,-3.5458,-2.1413,-2.6177,-5.2183,-4.4795,-2.963,-1.7004,-3.6194,-6.279,-2.9753,-4.1872,-1.8762,-1.3217,-4.8237,-3.0157,-2.544,-3.151,-1.3271,-0.9984,1.6211,1.4424,1.8298,3.8005
200608,2.03,0.45,-1.72,-1.74,2.15,0.42,3.3885,2.4495,3.1564,2.5844,2.7578,3.3887,2.3908,3.2865,3.3605,1.7984,2.4432,2.1272,2.1554,2.8487,2.1534,1.4621,3.3521,0.3382,3.2049,2.6734,4.2152,1.9623,2.5234,0.0842,0.4874
200609,1.84,-1.43,0.05,1.02,0.54,0.41,-0.2747,0.2434,-0.1077,0.6889,2.0311,0.8296,1.4199,1.0646,1.7156,1.1914,2.2695,0.0247,1.3719,1.047,1.0661,1.9554,2.7925,1.1637,1.1784,0.8843,2.5977,2.7799,1.8864,2.3119,4.2635
200610,3.23,1.94,-0.04,-0.17,0.24,0.41,7.0622,6.0442,6.1193,4.7124,5.3295,6.2086,5.2333,4.8274,4.7705,4.6581,5.7606,4.2354,3.8656,3.6455,5.2947,4.335,4.7491,3.6184,2.8583,3.2116,3.2003,2.2193,3.8233,3.562,5.0557
200611,1.71,0.83,0.07,0.27,-0.87,0.42,1.161,3.4419,1.6694,2.1201,2.7064,1.6723,3.0705,3.008,3.2702,2.9192,3.7008,3.881,4.548,3.9554,3.4449,3.8239,4.1684,3.5369,2.2722,4.7527,0.9797,2.2394,2.551,2.0664,-0.2085
200612,0.87,-0.8,3.16,-0.82,2.05,0.4,0.2779,0.9499,1.6502,2.0777,3.6844,-2.1515,-0.7853,1.0556,0.3723,1.6309,-1.0565,-0.0807,0.9195,1.0892,1.0112,-1.0822,0.311,-0.4746,1.9364,2.4528,-0.0719,1.3338,3.4544,2.7363,3.564
200701,1.4,0.09,-0.11,0.42,0.23,0.44,1.4109,0.1526,0.1555,0.4235,3.1514,2.1845,1.4446,1.5949,0.8963,2.5134,3.7594,3.0039,1.9282,3.812,0.8951,4.3227,3.5923,2.034,2.5675,2.0417,2.1627,1.0893,0.9699,0.3178,3.7801
200702,-1.96,1.4,-0.09,-0.49,-0.75,0.38,-0.7825,-0.5839,-1.0946,-0.7897,0.1278,-0.9107,-0.1859,0.2489,-1.5772,0.596,0.4489,0.48,1.3979,0.3896,0.4977,-0.4371,0.217,1.0376,-0.0337,0.6457,-2.4044,-1.5049,-3.0588,-1.2547,-2.9922
200703,0.68,0.06,-0.22,0.28,-0.61,0.43,0.556,-0.2296,1.0552,1.1441,0.7232,1.0193,1.4276,-0.327,1.112,-1.1145,2.6669,2.1378,1.8135,1.283,1.3327,1.0306,1.0666,0.6053,0.07,3.4406,0.5722,1.1433,2.6097,1,0.7595
200704,3.49,-2.02,-1.15,1.04,1.01,0.44,3.2997,0.1622,0.5909,-0.1227,1.7238,2.344,2.716,1.3907,0.7027,2.2933,3.3111,4.0648,4.3482,3.1596,2.5599,4.4302,3.8794,4.3948,5.7096,2.6158,5.2115,4.2563,4.0774,2.7249,3.7894
200705,3.24,0.31,-0.05,1.21,-1.3,0.41,2.1285,3.4562,2.5925,3.1281,3.0637,3.4947,4.0934,4.2033,2.2375,3.4518,6.9736,4.9561,5.0722,4.6817,3.7212,4.465,3.3343,4.5675,4.9002,2.5166,2.5508,4.1679,3.8155,3.611,3.5278
200706,-1.96,0.74,-1.13,0.55,0.07,0.4,0.3608,-0.3006,-0.8538,-0.6125,0.2127,-1.2341,-1.8372,-1.2807,-2.5458,-2.0011,-0.8375,0.002,-0.4302,-1.8739,-2.6632,-0.6118,-2.2069,-3.1537,-2.809,-1.7342,-1.5145,-0.7285,-2.0571,-3.0381,-1.8229
200707,-3.73,-2.9,-3.34,0.47,-1.04,0.4,-5.6039,-6.5467,-6.3726,-6.9452,-7.8203,-4.6437,-5.9501,-5.5368,-6.963,-9.8031,-3.314,-3.2456,-5.1492,-5.806,-7.3618,-2.6973,-4.5051,-5.8889,-5.0467,-7.2121,-1.1772,-1.405,-4.715,-4.6366,-5.2413
200708,0.92,-0.37,-2.24,-1.19,-0.55,0.42,0.7622,1.3011,1.1215,0.8545,-3.1344,2.3967,2.5283,2.5573,3.6143,-1.1828,-0.4885,2.7853,0.3295,0.3612,-3.5791,1.5277,0.2963,-1.5513,-1.0251,-1.0762,1.9413,2.3426,1.6309,1.7076,-0.1523
200709,3.22,-2.46,-1.87,-0.72,-3.17,0.32,2.2742,2.3226,0.2884,0.9576,-1.097,2.94,0.9733,0.6134,0.9417,-0.5142,3.0939,3.2865,2.015,1.5809,1.58,3.4455,2.5083,1.8299,2.279,0.6396,5.0776,3.7582,2.8873,2.6409,4.4804
200710,1.8,0,-2.59,-0.43,-0.1,0.32,3.4842,1.2581,-0.0259,-0.0127,-0.8925,3.7098,4.5341,1.001,1.7845,-0.2041,3.8693,2.0848,4.0716,1.1692,3.704,2.7962,1.9917,2.0081,2.4903,-1.8995,4.5938,1.6123,0.7893,0.6987,-0.5628
200711,-4.83,-2.88,-1.18,1.82,-0.33,0.34,-9.6297,-8.6789,-7.9735,-7.9072,-8.9932,-6.7296,-6.882,-6.2237,-6.7711,-8.7329,-6.7832,-6.4408,-5.974,-5.1001,-5.1978,-4.214,-4.5728,-7.1922,-5.7423,-6.554,-3.5863,-2.4054,-5.3348,-5.1371,-6.0518
200712,-0.87,0.17,-0.52,0.88,-1.09,0.27,-1.1533,0.9286,-1.7353,-0.5166,-0.985,0.8934,0.1936,0.0596,0.7679,-1.0452,-1.7114,-0.8479,-0.5918,-0.9184,-0.3976,-0.3198,0.333,-3.2584,-1.3379,-2.1901,-0.9014,0.2585,-1.1497,-1.1739,0.6763
200801,-6.36,-0.49,3.65,2.2,2.2,0.21,-11.1965,-8.4614,-7.1997,-4.7066,-4.712,-9.6106,-7.0196,-7.2824,-3.248,-3.8018,-5.8277,-5.8086,-6.5992,-3.1294,-6.5636,-7.2759,-7.3867,-4.6186,-4.166,-2.8791,-8.447,-4.7714,-4.7946,-3.9521,-3.9083
200802,-3.09,-0.52,-0.95,1.01,-1.07,0.13,-5.6673,-4.1269,-4.9128,-2.3163,-3.9669,-5.0288,-1.1112,-1.173,-3.3135,-4.6822,-3.545,-1.1725,-2.0098,-1.557,-2.9325,-0.8268,-1.1506,-2.2055,-2.578,-5.3418,-2.5162,-1.743,-3.9592,-5.0204,-6.0852
200803,-0.93,0.74,-0.15,1.09,0.47,0.17,-4.0485,-1.2219,2.3051,0.0984,-0.3007,-0.7307,1.7433,1.9846,1.537,0.589,-3.1613,1.2333,-2.4258,-1.0562,-0.7938,0.0627,-2.0655,-2.413,-3.0465,-1.2178,0.2089,1.4466,-4.2801,-3.1885,0.6513
200804,4.6,-1.1,-0.96,1.58,-2.56,0.18,3.1536,3.4132,1.0967,0.6076,0.6931,2.9074,4.2566,3.5179,2.8608,0.518,7.037,6.7092,9.0039,9.8693,7.5178,6.069,6.7068,5.8735,7.9946,2.7127,3.4362,3.4689,7.1656,4.1075,6.7843
200805,1.86,3.24,-1.38,1.15,0.04,0.18,5.7936,4.201,2.2257,3.4462,1.6511,7.1292,3.5175,7.9479,5.6,1.7774,3.9508,3.6654,6.8006,6.384,4.6196,4.2541,5.2897,3.8552,5.018,2.8179,3.542,-0.3829,0.7596,-1.8063,1.7342
200806,-8.44,1.1,-2.43,4.56,-0.42,0.17,-6.1686,-9.0288,-10.924,-7.2317,-9.9352,-7.6455,-7.1444,-5.1781,-8.2743,-11.4978,-8.576,-6.9446,-6.8226,-7.0677,-6.4044,-7.0778,-8.9035,-9.8108,-5.534,-13.3582,-7.0119,-7.1304,-9.2105,-13.0804,-10.9219
200807,-0.77,3.7,5.81,-0.84,1.06,0.15,4.9706,4.4248,4.9614,7.1244,3.3282,1.6023,2.8629,4.4823,3.5441,8.0658,-0.4981,0.1651,1.7401,-0.4978,5.7813,-0.3834,-1.6185,-7.5638,-2.129,-2.2264,-1.3261,-2.015,-1.8765,2.9456,7.9544
200808,1.53,3.41,1.56,1.7,0.82,0.13,1.1133,3.1863,2.9276,3.0791,6.8269,4.4626,4.8017,3.5647,5.4793,12.2307,3.1565,2.9956,4.4158,2.445,5.8631,1.0871,1.8389,1.9759,4.5553,2.5669,1.1019,1.5196,2.2763,-2.3974,0.1652
200809,-9.24,0.37,6.33,2.9,1.82,0.15,-13.0518,-9.5862,-8.5935,-3.5287,-6.4629,-9.0454,-8.4735,-6.8282,-4.5712,-6.8291,-13.7939,-11.5461,-8.1092,-6.6984,-6.0863,-13.1923,-13.3367,-14.8204,-10.4963,-8.7459,-9.5145,-8.6902,-7.0445,-7.8547,-3.5922
200810,-17.23,-3.23,-2.9,3.38,1.89,0.08,-23.5772,-20.0899,-18.9893,-15.3588,-21.6947,-22.5344,-23.5047,-18.6076,-19.5778,-20.8258,-22.9838,-18.2728,-17.4767,-19.9244,-20.3843,-20.7301,-20.4046,-25.1551,-22.4032,-18.7466,-14.392,-15.5026,-13.0837,-27.0162,-16.8453
200811,-7.86,-3.91,-5.94,4.75,2.72,0.03,-12.7315,-12.4122,-12.3982,-11.8075,-16.1823,-11.0765,-10.6252,-10.4932,-9.6981,-16.7425,-11.7271,-10.2624,-9.3266,-9.2844,-6.7783,-8.2913,-8.8149,-9.3738,-8.8313,-15.2947,-6.0251,-4.5704,-6.7508,-13.9905,-17.1924
200812,1.74,3.36,-0.24,-0.07,-1.41,0,2.6408,6.3312,5.6862,2.6057,4.24,3.8144,6.4306,6.2306,5.4634,6.9404,6.6119,3.3735,4.4795,-0.1662,10.2627,4.3912,6.7972,2.6072,2.4852,1.3199,1.5047,0.9706,0.4682,-1.8059,3.6935
